match,group,is_participating,start,end,content
30,34,yes,141389,141400,NAME ORIGIN
30,35,yes,141401,141508," ""atrolazulinus"" means ""dark blue"" in Latin, referring to the typical color of the young fruitbody (Voitk)
"
30,36,yes,141508,141515,SIMILAR
30,37,yes,141516,142315," Polyozellus purpureoniger has larger fruitbodies, an upper cap surface that is purple when young and brown when mature, an involute cap margin, lighter flesh, and larger spores (averaging over 7 microns long, whereas those of P. atrolazulinus average under 7 microns long), (Voitk(5)). Polyozellus marymargaretae has larger spores (averaging over 7 microns long), and the color is light blue when young ""(with olive-buff streaks and hints of lavender in the cap)"" - it lacks both purple and violet colors, (Voitk(5)). Polyozellus multiplex is not known from western North America - it has a purplish black cap surface (blue to dark blue in P. atrolazulinus) and less tendency for the cap to be zonate, but less colorful or older darkened collections of can be difficult to distinguish, (Voitk(5)).
"
30,38,yes,142315,142322,SOURCES
30,39,yes,142322,142334,  Voitk(5)*

31,0,yes,142334,146466,"31
FAMILY  Thelephoraceae, Order Thelephorales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Polyozellus marymargaretae  Beug & I. Saar^  in Voitk, Saar, Trudell, Spirin, Beug & Koljalg, Mycologia 109: 975-992. 2017;  Polyozellus multiplex  (Underw.) Murrill  N. Amer. Fl. (New York) 9(3): 171 (1910) (misapplied name)
ENGLISH NAME(S)  
NOTES  Also listed in Gilled category. This is one of three Polyozellus species occurring in the Pacific Northwest to which the name Polyozellus multiplex has been misapplied. It forms compact clusters of overlapping fan-shaped to spatula-shaped caps that are light to dark blue on the inner (upper) surface (turning deep blue-black when old) and arise from a common base in the ground. The outer (lower) surface of the caps forms a network of longitudinal folds that are blue and downy when young and turn blue-gray to black when old. Spores are nearly round to broadly elliptic, nodulose, and colorless, averaging more than 7 microns long.^ As a dye mushroom, it produces beautiful soft greens, blues, and violets (Voitk). It is uncommon, ""although locally abundant in three small, unusually moist old-growth mixed conifer patches in Skamania County, Washington, where it appears most years"" (Voitk). The description is derived from Voitk(5). RANGE The holotype is from WA. It is so far known only from the OR and WA Cascade Mountain Range and from the Olympic Mountain Range in WA.
CHEMICAL REACTIONS  
CAP  8-20cm plus across and 8-20cm plus high (group of caps), ""imbricately foliose""; individual caps ""initially thumb-like, soon flat or depressed"", finally fan-shaped to spatula-shaped, sometimes funnel-shaped, up to up to 10cm long and 4-12cm wide, narrowing into a stem arising from a 5-10cm diameter base, cap edge turned under; light blue to dark blue to whitish, faintly banded, turning deep blue-black when old, margin whitish blue when young with blue, white, and ""straw yellow"" regions; cap surface 'slightly downy during active growth, becoming matte, with faintly fibrillose ""straw yellow"" hairs'
FLESH  soft, brittle; deep blue
UNDERSIDE  spore-bearing outer surface ""composed of irregular longitudinal sinuous forking and anastomosing decurrent folds""; light blue and downy when young, turning blue-gray to black when old
STEM  3-8cm x 0.7-2.0cm, narrowing downward, ""several often fused to form a common subterranean base""; lavender-blue and dark blue to black
ODOR  ""mildly sweetish or unremarkable""
TASTE  
EDIBILITY  
HABITAT  fruits under conifers ""with the first fall rains in late Aug to Sep through early Nov when snow falls""
SPORE DEPOSIT  white
MICROSCOPIC  spores 5.8-9.6 x 4.8-7.7 microns including nodules, nearly round to broadly elliptic, inamyloid, colorless, homogeneous, with multiple nodules 0.5-1.0 microns high, apiculus prominent; basidia 4-spored, 30-70 x 5-9 microns; cystidia 2-7 microns in diameter, filiform [thread-like], ""straight to irregularly sinuous, irregularly cylindrical, tips even or subclavate, not extending beyond basidia""; hymenial hyphae ""irregular, nodulose, interwoven, with a dark bluish black incrusting pigment in the walls"", hymenium producing ""a bluish green solution in KOH""; clamp connections ""in all tissues, but not at all septa""
NAME ORIGIN  The name pays homage to Mary Margaret ""Maggie"" Rogers, ""mushroom lover and lifelong resident of Washington and Oregon where this species is found. Maggie was cofounder of Mushroom: The Journal of Wild Mushrooming and is a lover of dye mushrooms."" (Voitk(5), with name of journal italicized)
SIMILAR  P. marymargaretae is distinguished from the two other Polyozellus species known to occur in Washington and Oregon (Polyozellus atrolazulinus and Polyozellus purpureoniger) ""by its light blue coloration when young (with olive-buff streaks and hints of lavender in the cap) and absence of both purple and violet colors"" (Voitk(5)). The spores of P. atrolazulinus average less than 7 microns in length, whereas the spores of P. marymargaretae average more than 7 microns in length (Voitk(5)).
SOURCES  Voitk(5)* (colors individually in quotation marks from Ridgway(1))
"
31,1,yes,142334,142337,31

31,2,yes,142337,142343,FAMILY
31,3,yes,142344,142425," Thelephoraceae, Order Thelephorales, Class Agaricomycetes, Phylum Basidiomycota
"
31,4,yes,142425,142438,LATIN NAME(S)
31,5,yes,142439,142666," Polyozellus marymargaretae  Beug & I. Saar^  in Voitk, Saar, Trudell, Spirin, Beug & Koljalg, Mycologia 109: 975-992. 2017;  Polyozellus multiplex  (Underw.) Murrill  N. Amer. Fl. (New York) 9(3): 171 (1910) (misapplied name)
"
31,6,yes,142666,142681,ENGLISH NAME(S)
31,7,yes,142682,142684, 

31,8,yes,142684,142689,NOTES
31,9,yes,142690,143769," Also listed in Gilled category. This is one of three Polyozellus species occurring in the Pacific Northwest to which the name Polyozellus multiplex has been misapplied. It forms compact clusters of overlapping fan-shaped to spatula-shaped caps that are light to dark blue on the inner (upper) surface (turning deep blue-black when old) and arise from a common base in the ground. The outer (lower) surface of the caps forms a network of longitudinal folds that are blue and downy when young and turn blue-gray to black when old. Spores are nearly round to broadly elliptic, nodulose, and colorless, averaging more than 7 microns long.^ As a dye mushroom, it produces beautiful soft greens, blues, and violets (Voitk). It is uncommon, ""although locally abundant in three small, unusually moist old-growth mixed conifer patches in Skamania County, Washington, where it appears most years"" (Voitk). The description is derived from Voitk(5). RANGE The holotype is from WA. It is so far known only from the OR and WA Cascade Mountain Range and from the Olympic Mountain Range in WA.
"
31,10,yes,143769,143787,CHEMICAL REACTIONS
31,11,yes,143788,143790, 

31,12,yes,143790,143793,CAP
31,13,yes,143794,144398," 8-20cm plus across and 8-20cm plus high (group of caps), ""imbricately foliose""; individual caps ""initially thumb-like, soon flat or depressed"", finally fan-shaped to spatula-shaped, sometimes funnel-shaped, up to up to 10cm long and 4-12cm wide, narrowing into a stem arising from a 5-10cm diameter base, cap edge turned under; light blue to dark blue to whitish, faintly banded, turning deep blue-black when old, margin whitish blue when young with blue, white, and ""straw yellow"" regions; cap surface 'slightly downy during active growth, becoming matte, with faintly fibrillose ""straw yellow"" hairs'
"
31,14,yes,144398,144403,FLESH
31,15,yes,144404,144430," soft, brittle; deep blue
"
31,16,yes,144430,144439,UNDERSIDE
31,17,yes,144440,144625," spore-bearing outer surface ""composed of irregular longitudinal sinuous forking and anastomosing decurrent folds""; light blue and downy when young, turning blue-gray to black when old
"
31,18,yes,144625,144629,STEM
31,19,no,-1,-1,
31,20,no,-1,-1,
31,21,yes,144630,144765," 3-8cm x 0.7-2.0cm, narrowing downward, ""several often fused to form a common subterranean base""; lavender-blue and dark blue to black
"
31,22,yes,144765,144769,ODOR
31,23,yes,144770,144805, "mildly sweetish or unremarkable"

31,24,yes,144805,144810,TASTE
31,25,yes,144811,144813, 

31,26,yes,144813,144822,EDIBILITY
31,27,yes,144822,144825,  

31,28,yes,144825,144832,HABITAT
31,29,yes,144833,144937, fruits under conifers "with the first fall rains in late Aug to Sep through early Nov when snow falls"

31,30,yes,144937,144950,SPORE DEPOSIT
31,31,yes,144950,144958,  white

31,32,yes,144958,144969,MICROSCOPIC
31,33,yes,144970,145587," spores 5.8-9.6 x 4.8-7.7 microns including nodules, nearly round to broadly elliptic, inamyloid, colorless, homogeneous, with multiple nodules 0.5-1.0 microns high, apiculus prominent; basidia 4-spored, 30-70 x 5-9 microns; cystidia 2-7 microns in diameter, filiform [thread-like], ""straight to irregularly sinuous, irregularly cylindrical, tips even or subclavate, not extending beyond basidia""; hymenial hyphae ""irregular, nodulose, interwoven, with a dark bluish black incrusting pigment in the walls"", hymenium producing ""a bluish green solution in KOH""; clamp connections ""in all tissues, but not at all septa""
"
31,34,yes,145587,145598,NAME ORIGIN
31,35,yes,145599,145891," The name pays homage to Mary Margaret ""Maggie"" Rogers, ""mushroom lover and lifelong resident of Washington and Oregon where this species is found. Maggie was cofounder of Mushroom: The Journal of Wild Mushrooming and is a lover of dye mushrooms."" (Voitk(5), with name of journal italicized)
"
31,36,yes,145891,145898,SIMILAR
31,37,yes,145899,146390," P. marymargaretae is distinguished from the two other Polyozellus species known to occur in Washington and Oregon (Polyozellus atrolazulinus and Polyozellus purpureoniger) ""by its light blue coloration when young (with olive-buff streaks and hints of lavender in the cap) and absence of both purple and violet colors"" (Voitk(5)). The spores of P. atrolazulinus average less than 7 microns in length, whereas the spores of P. marymargaretae average more than 7 microns in length (Voitk(5)).
"
31,38,yes,146390,146397,SOURCES
31,39,yes,146397,146466,  Voitk(5)* (colors individually in quotation marks from Ridgway(1))

32,0,yes,146466,149986,"32
FAMILY  Thelephoraceae, Order Thelephorales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Polyozellus purpureoniger  Spirin & I. Saar^  in Voitk, Saar, Trudell, Spirin, Beug & Koljalg, Mycologia 109: 975-992. 2017;  Polyozellus multiplex  (Underw.) Murrill  N. Amer. Fl. (New York) 9(3): 171 (1910) (misapplied name)
ENGLISH NAME(S)  
NOTES  Also listed in Gilled category. This is one of three Polyozellus species occurring in the Pacific Northwest to which the name Polyozellus multiplex has been misapplied. It forms compact clusters of overlapping fan-shaped to spatula-shaped caps that are purple becoming streaked brown (turning purple-black to brownish black when old) and arise from a common base in the ground. The outer (lower) surface of the caps forms a network of longitudinal folds that are dark purple, becoming purplish gray to dark gray. Spores are nearly round to broadly elliptic, nodulose, and colorless, averaging more than 7 microns long.^ Like other Polyozellus spp. this is a popular dye mushroom (Voitk). The description is derived from Voitk(5). RANGE Polyozellus purpureoniger has been found in WA, AK, and eastern Russia (Voitk(5)).
CHEMICAL REACTIONS  
CAP  5-30cm plus across and 5-20cm plus high (group of caps), ""imbricately foliose"", individual caps fan-shaped to spatula-shaped, uncommonly funnel-shaped, up to 15cm long and 5-15cm wide, tapering into a stem arising from a 2-10cm diameter base; ""zonate royal purple with a lighter edge"", becoming streaked brown, darkening markedly when old ""but maintaining the lighter edge, eventually shiny dark brown to blackish""; ""surface markedly downy during active growth"", ""becoming matte and dry""
FLESH  ""soft, brittle""; ""straw to light gray""
UNDERSIDE  spore bearing surface ""composed of irregular longitudinal, sinuous, forking and anastomosing, decurrent folds""; ""dark purple, becoming purplish gray to dark gray""
STEM  3-8cm x 0.7-2.0cm, narrowing downwards, ""several, often fused, all cespitose, forming a common subterranean base, solid, outer surface covered with hymenium, inner surface brown""
ODOR  ""mildly sweetish or unremarkable""
TASTE  
EDIBILITY  
HABITAT  found in conifer forest
SPORE DEPOSIT  white
MICROSCOPIC  spores 6.7-9.6 x 5.8-7.7 microns including nodules (excluding nodules 5.8-8.2 x 4.8-6.3 microns), nearly round to broadly elliptic, inamyloid, colorless, contents homogeneous, spores lobed, with multiple nodules 0.5-2 microns high, apiculus present; basidia 4-spored (with some 2-spored), 50-85 x 6.5-10.5 microns, clavate; cystidia 3-6 microns wide, ""filiform, straight to irregularly sinuous, nodulose, irregularly cylindrical, tips even or tapering, not extending beyond basidia""; hyphae ""irregular, nodulose, interwoven, with a dark bluish black incrusting pigment in the walls"", producing ""a bluish-green solution in KOH""; clamp connections ""in all tissues but not at all septa""
NAME ORIGIN  ""refers to the purple-black color that distinguishes this species from the others in the genus"" (Voitk(5))
SIMILAR  Polyozellus marymargaretae lacks the purple colors, but the distinction becomes difficult when fruitbodies darken in age, and the spores are large in both species, (Voitk(5)). Polyozellus atrolazulinus have spores that average less than 7 microns long, and have some blue coloring at least when young. Gomphus clavatus is larger and fleshier, grows in smaller clusters, is paler violet and soon becomes brownish, has an ocher spore print, and has different spores.
SOURCES  Voitk(5)*
"
32,1,yes,146466,146469,32

32,2,yes,146469,146475,FAMILY
32,3,yes,146476,146557," Thelephoraceae, Order Thelephorales, Class Agaricomycetes, Phylum Basidiomycota
"
32,4,yes,146557,146570,LATIN NAME(S)
32,5,yes,146571,146799," Polyozellus purpureoniger  Spirin & I. Saar^  in Voitk, Saar, Trudell, Spirin, Beug & Koljalg, Mycologia 109: 975-992. 2017;  Polyozellus multiplex  (Underw.) Murrill  N. Amer. Fl. (New York) 9(3): 171 (1910) (misapplied name)
"
32,6,yes,146799,146814,ENGLISH NAME(S)
32,7,yes,146815,146817, 

32,8,yes,146817,146822,NOTES
32,9,yes,146823,147643," Also listed in Gilled category. This is one of three Polyozellus species occurring in the Pacific Northwest to which the name Polyozellus multiplex has been misapplied. It forms compact clusters of overlapping fan-shaped to spatula-shaped caps that are purple becoming streaked brown (turning purple-black to brownish black when old) and arise from a common base in the ground. The outer (lower) surface of the caps forms a network of longitudinal folds that are dark purple, becoming purplish gray to dark gray. Spores are nearly round to broadly elliptic, nodulose, and colorless, averaging more than 7 microns long.^ Like other Polyozellus spp. this is a popular dye mushroom (Voitk). The description is derived from Voitk(5). RANGE Polyozellus purpureoniger has been found in WA, AK, and eastern Russia (Voitk(5)).
"
32,10,yes,147643,147661,CHEMICAL REACTIONS
32,11,yes,147662,147664, 

32,12,yes,147664,147667,CAP
32,13,yes,147668,148157," 5-30cm plus across and 5-20cm plus high (group of caps), ""imbricately foliose"", individual caps fan-shaped to spatula-shaped, uncommonly funnel-shaped, up to 15cm long and 5-15cm wide, tapering into a stem arising from a 2-10cm diameter base; ""zonate royal purple with a lighter edge"", becoming streaked brown, darkening markedly when old ""but maintaining the lighter edge, eventually shiny dark brown to blackish""; ""surface markedly downy during active growth"", ""becoming matte and dry""
"
32,14,yes,148157,148162,FLESH
32,15,yes,148163,148203," ""soft, brittle""; ""straw to light gray""
"
32,16,yes,148203,148212,UNDERSIDE
32,17,yes,148213,148377," spore bearing surface ""composed of irregular longitudinal, sinuous, forking and anastomosing, decurrent folds""; ""dark purple, becoming purplish gray to dark gray""
"
32,18,yes,148377,148381,STEM
32,19,no,-1,-1,
32,20,no,-1,-1,
32,21,yes,148382,148562," 3-8cm x 0.7-2.0cm, narrowing downwards, ""several, often fused, all cespitose, forming a common subterranean base, solid, outer surface covered with hymenium, inner surface brown""
"
32,22,yes,148562,148566,ODOR
32,23,yes,148567,148602, "mildly sweetish or unremarkable"

32,24,yes,148602,148607,TASTE
32,25,yes,148608,148610, 

32,26,yes,148610,148619,EDIBILITY
32,27,yes,148619,148622,  

32,28,yes,148622,148629,HABITAT
32,29,yes,148630,148655, found in conifer forest

32,30,yes,148655,148668,SPORE DEPOSIT
32,31,yes,148668,148676,  white

32,32,yes,148676,148687,MICROSCOPIC
32,33,yes,148688,149373," spores 6.7-9.6 x 5.8-7.7 microns including nodules (excluding nodules 5.8-8.2 x 4.8-6.3 microns), nearly round to broadly elliptic, inamyloid, colorless, contents homogeneous, spores lobed, with multiple nodules 0.5-2 microns high, apiculus present; basidia 4-spored (with some 2-spored), 50-85 x 6.5-10.5 microns, clavate; cystidia 3-6 microns wide, ""filiform, straight to irregularly sinuous, nodulose, irregularly cylindrical, tips even or tapering, not extending beyond basidia""; hyphae ""irregular, nodulose, interwoven, with a dark bluish black incrusting pigment in the walls"", producing ""a bluish-green solution in KOH""; clamp connections ""in all tissues but not at all septa""
"
32,34,yes,149373,149384,NAME ORIGIN
32,35,yes,149385,149493, "refers to the purple-black color that distinguishes this species from the others in the genus" (Voitk(5))

32,36,yes,149493,149500,SIMILAR
32,37,yes,149501,149967," Polyozellus marymargaretae lacks the purple colors, but the distinction becomes difficult when fruitbodies darken in age, and the spores are large in both species, (Voitk(5)). Polyozellus atrolazulinus have spores that average less than 7 microns long, and have some blue coloring at least when young. Gomphus clavatus is larger and fleshier, grows in smaller clusters, is paler violet and soon becomes brownish, has an ocher spore print, and has different spores.
"
32,38,yes,149967,149974,SOURCES
32,39,yes,149974,149986,  Voitk(5)*

33,0,yes,149986,152117,"33
FAMILY  Tricholomataceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Rimbachia arachnoidea  (Peck) Redhead^  Can. J. Bot. 62: 878. 1984;  == Cyphella arachnoidea  Peck;  == Leptoglossum arachnoideum  (Peck) W.B. Cooke;  = Mniopetalum globisporum  Donk;  = Leptoglossum globisporum  (Donk) Corner
ENGLISH NAME(S)  
NOTES  Features include very small size, pendant white finely fibrillose cup (concave surface facing downward), smooth to slightly wrinkled spore bearing surface that faces down, growth on moss and adjacent soil or decayed wood, and round, smooth, inamyloid spores.^ The description is derived from Redhead(7). RANGE Collections were examined from BC, OR, MB, ON, NY, and France, (Redhead).
CHEMICAL REACTIONS  
CAP  0.1-0.3cm, cup-shaped, pendant, margins incurved; white; finely fibrillose, margin silky
FLESH  presumably thin and white
UNDERSIDE  smooth to only slightly wrinkled; white with slight buff tint
STEM  cap ""narrowly to broadly attached centrally or eccentrically""
ODOR  
TASTE  
EDIBILITY  
HABITAT  occasionally somewhat confluent where crowded, more often borne among or associated with mycelial strands on substrates; on moss leaves, usually on undersides or along stems, often of Mnium sensu lato and also on adjacent substrate such as soil or decayed wood, in hardwood or mixed forests
SPORE DEPOSIT  presumably whitish
MICROSCOPIC  spores 4-5(6) x 4-5 microns, round or nearly round or broadly pip-shaped, smooth, nonamyloid, colorless, with pronounced walls and apiculus^; basidia 4-spored, 24-26 x 6.5-7.2 microns, clavate even when young, colorless; tramal hyphae mostly 5-11(20) microns wide in more mature fruitbodies, subparallel to loosely interwoven, smooth, nonamyloid, clamped, with thin to pronounced walls; pellicular hyphae similar but less inflated, 5-6 microns wide, relatively undifferentiated except toward the margins in older fruitbodies where sparse diverticula or irregular short branches are infrequent
NAME ORIGIN  
SIMILAR  Rimbachia neckerae has elliptic spores. Rimbachia bryophila has gill-like radiating folds.
SOURCES  Redhead(7)
"
33,1,yes,149986,149989,33

33,2,yes,149989,149995,FAMILY
33,3,yes,149996,150076," Tricholomataceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
"
33,4,yes,150076,150089,LATIN NAME(S)
33,5,yes,150090,150318, Rimbachia arachnoidea  (Peck) Redhead^  Can. J. Bot. 62: 878. 1984;  == Cyphella arachnoidea  Peck;  == Leptoglossum arachnoideum  (Peck) W.B. Cooke;  = Mniopetalum globisporum  Donk;  = Leptoglossum globisporum  (Donk) Corner

33,6,yes,150318,150333,ENGLISH NAME(S)
33,7,yes,150334,150336, 

33,8,yes,150336,150341,NOTES
33,9,yes,150342,150727," Features include very small size, pendant white finely fibrillose cup (concave surface facing downward), smooth to slightly wrinkled spore bearing surface that faces down, growth on moss and adjacent soil or decayed wood, and round, smooth, inamyloid spores.^ The description is derived from Redhead(7). RANGE Collections were examined from BC, OR, MB, ON, NY, and France, (Redhead).
"
33,10,yes,150727,150745,CHEMICAL REACTIONS
33,11,yes,150746,150748, 

33,12,yes,150748,150751,CAP
33,13,yes,150752,150842," 0.1-0.3cm, cup-shaped, pendant, margins incurved; white; finely fibrillose, margin silky
"
33,14,yes,150842,150847,FLESH
33,15,yes,150848,150875, presumably thin and white

33,16,yes,150875,150884,UNDERSIDE
33,17,yes,150885,150948, smooth to only slightly wrinkled; white with slight buff tint

33,18,yes,150948,150952,STEM
33,19,no,-1,-1,
33,20,no,-1,-1,
33,21,yes,150953,151016, cap "narrowly to broadly attached centrally or eccentrically"

33,22,yes,151016,151020,ODOR
33,23,yes,151021,151023, 

33,24,yes,151023,151028,TASTE
33,25,yes,151029,151031, 

33,26,yes,151031,151040,EDIBILITY
33,27,yes,151040,151043,  

33,28,yes,151043,151050,HABITAT
33,29,yes,151051,151343," occasionally somewhat confluent where crowded, more often borne among or associated with mycelial strands on substrates; on moss leaves, usually on undersides or along stems, often of Mnium sensu lato and also on adjacent substrate such as soil or decayed wood, in hardwood or mixed forests
"
33,30,yes,151343,151356,SPORE DEPOSIT
33,31,yes,151356,151377,  presumably whitish

33,32,yes,151377,151388,MICROSCOPIC
33,33,yes,151389,151983," spores 4-5(6) x 4-5 microns, round or nearly round or broadly pip-shaped, smooth, nonamyloid, colorless, with pronounced walls and apiculus^; basidia 4-spored, 24-26 x 6.5-7.2 microns, clavate even when young, colorless; tramal hyphae mostly 5-11(20) microns wide in more mature fruitbodies, subparallel to loosely interwoven, smooth, nonamyloid, clamped, with thin to pronounced walls; pellicular hyphae similar but less inflated, 5-6 microns wide, relatively undifferentiated except toward the margins in older fruitbodies where sparse diverticula or irregular short branches are infrequent
"
33,34,yes,151983,151994,NAME ORIGIN
33,35,yes,151995,151997, 

33,36,yes,151997,152004,SIMILAR
33,37,yes,152005,152097, Rimbachia neckerae has elliptic spores. Rimbachia bryophila has gill-like radiating folds.

33,38,yes,152097,152104,SOURCES
33,39,yes,152104,152117,  Redhead(7)

34,0,yes,152117,154189,"34
FAMILY  Tricholomataceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Rimbachia bryophila  (Pers.) Redhead^  Can. J. Bot. 62: 878. 1984;  == Mniopetalum bryophilum  (Pers.) Donk;  == Leptoglossum bryophilum  (Pers.) Ricken
ENGLISH NAME(S)  
NOTES  Features include small size, white pendant cap, smooth white spore-bearing surface that may become vein-like with forked gill-like folds, absent or short stem, growth on moss, and nearly round, smooth, inamyloid spores.^ The description is derived from Redhead(7). RANGE Collections of Rimbachia bryophila were examined from BC, WA, OR, CA, and MI, (Redhead).
CHEMICAL REACTIONS  
CAP  0.1-0.7cm, pendant, conchate to conic to cup-shaped, mostly bilaterally symmetric, margin incurved, fragile overall; white; dry, bald near margins, sometimes slightly villose near point of attachment
FLESH  thin
UNDERSIDE  smooth in very young fruitbodies, soon becoming cantharelloid [vein-like] and usually forming forked gill-like folds in larger fruitbodies; colored as cap
STEM  absent or replaced by a short pseudostem
ODOR  not recorded
TASTE  not recorded
EDIBILITY  
HABITAT  on various species of moss in humid places such as ravines in coastal coniferous forests
SPORE DEPOSIT  presumably whitish
MICROSCOPIC  spores 5-7 x 4.5-7 microns, nearly round to very broadly pip-shaped with very prominent apiculus, smooth, nonamyloid, colorless, with thin to pronounced walls^; basidia 4-spored, 19-25 x 6-9 microns, clavate, clamped; pleurocystidia and cheilocystidia none; tramal hyphae 3-7 microns wide, ""compactly to loosely subparallel, slightly interwoven"", smooth, thin-walled, colorless, nonamyloid, clamped; pellicular hyphae 3-5 microns wide, ""loosely arranged and occasionally projecting, a few ends near the margins with sparse diverticulae or irregularly formed short branches""
NAME ORIGIN  means 'moss-loving'
SIMILAR  Rimbachia neckerae and Rimbachia arachnoidea have smooth or at most centrally wrinkled surface rather than gill-like radiating folds.
SOURCES  Redhead(7), Watling(2)
"
34,1,yes,152117,152120,34

34,2,yes,152120,152126,FAMILY
34,3,yes,152127,152207," Tricholomataceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
"
34,4,yes,152207,152220,LATIN NAME(S)
34,5,yes,152221,152375, Rimbachia bryophila  (Pers.) Redhead^  Can. J. Bot. 62: 878. 1984;  == Mniopetalum bryophilum  (Pers.) Donk;  == Leptoglossum bryophilum  (Pers.) Ricken

34,6,yes,152375,152390,ENGLISH NAME(S)
34,7,yes,152391,152393, 

34,8,yes,152393,152398,NOTES
34,9,yes,152399,152760," Features include small size, white pendant cap, smooth white spore-bearing surface that may become vein-like with forked gill-like folds, absent or short stem, growth on moss, and nearly round, smooth, inamyloid spores.^ The description is derived from Redhead(7). RANGE Collections of Rimbachia bryophila were examined from BC, WA, OR, CA, and MI, (Redhead).
"
34,10,yes,152760,152778,CHEMICAL REACTIONS
34,11,yes,152779,152781, 

34,12,yes,152781,152784,CAP
34,13,yes,152785,152986," 0.1-0.7cm, pendant, conchate to conic to cup-shaped, mostly bilaterally symmetric, margin incurved, fragile overall; white; dry, bald near margins, sometimes slightly villose near point of attachment
"
34,14,yes,152986,152991,FLESH
34,15,yes,152992,152998, thin

34,16,yes,152998,153007,UNDERSIDE
34,17,yes,153008,153164," smooth in very young fruitbodies, soon becoming cantharelloid [vein-like] and usually forming forked gill-like folds in larger fruitbodies; colored as cap
"
34,18,yes,153164,153168,STEM
34,19,no,-1,-1,
34,20,no,-1,-1,
34,21,yes,153169,153211, absent or replaced by a short pseudostem

34,22,yes,153211,153215,ODOR
34,23,yes,153216,153230, not recorded

34,24,yes,153230,153235,TASTE
34,25,yes,153236,153250, not recorded

34,26,yes,153250,153259,EDIBILITY
34,27,yes,153259,153262,  

34,28,yes,153262,153269,HABITAT
34,29,yes,153270,153360, on various species of moss in humid places such as ravines in coastal coniferous forests

34,30,yes,153360,153373,SPORE DEPOSIT
34,31,yes,153373,153394,  presumably whitish

34,32,yes,153394,153405,MICROSCOPIC
34,33,yes,153406,153981," spores 5-7 x 4.5-7 microns, nearly round to very broadly pip-shaped with very prominent apiculus, smooth, nonamyloid, colorless, with thin to pronounced walls^; basidia 4-spored, 19-25 x 6-9 microns, clavate, clamped; pleurocystidia and cheilocystidia none; tramal hyphae 3-7 microns wide, ""compactly to loosely subparallel, slightly interwoven"", smooth, thin-walled, colorless, nonamyloid, clamped; pellicular hyphae 3-5 microns wide, ""loosely arranged and occasionally projecting, a few ends near the margins with sparse diverticulae or irregularly formed short branches""
"
34,34,yes,153981,153992,NAME ORIGIN
34,35,yes,153993,154014, means 'moss-loving'

34,36,yes,154014,154021,SIMILAR
34,37,yes,154022,154157, Rimbachia neckerae and Rimbachia arachnoidea have smooth or at most centrally wrinkled surface rather than gill-like radiating folds.

34,38,yes,154157,154164,SOURCES
34,39,yes,154164,154189,"  Redhead(7), Watling(2)
"
